Date,Adj Close
2018-03-19,62.71200180053711
2018-03-20,62.11000061035156
2018-03-21,63.305999755859375
2018-03-22,61.81999969482422
2018-03-23,60.30799865722656
2018-03-26,60.83599853515625
2018-03-27,55.83599853515625
2018-03-28,51.555999755859375
2018-03-29,53.22600173950195
2018-04-02,50.49599838256836
2018-04-03,53.50600051879883
2018-04-04,57.38800048828125
2018-04-05,61.14400100708008
2018-04-06,59.86000061035156
2018-04-09,57.93199920654297
2018-04-10,60.939998626708984
2018-04-11,60.18600082397461
2018-04-12,58.816001892089844
2018-04-13,60.06800079345703
2018-04-16,58.242000579833984
2018-04-17,57.53799819946289
2018-04-18,58.66999816894531
2018-04-19,60.01599884033203
2018-04-20,58.04800033569336
2018-04-23,56.67399978637695
2018-04-24,56.69200134277344
2018-04-25,56.13800048828125
2018-04-26,57.09600067138672
2018-04-27,58.816001892089844
2018-04-30,58.779998779296875
2018-05-01,59.98400115966797
2018-05-02,60.22999954223633
2018-05-03,56.88999938964844
2018-05-04,58.81800079345703
2018-05-07,60.55400085449219
2018-05-08,60.39400100708008
2018-05-09,61.369998931884766
2018-05-10,61.00400161743164
2018-05-11,60.21200180053711
2018-05-14,58.39400100708008
2018-05-15,56.83599853515625
2018-05-16,57.29600143432617
2018-05-17,56.90800094604492
2018-05-18,55.36399841308594
2018-05-21,56.89799880981445
2018-05-22,55.00199890136719
2018-05-23,55.81399917602539
2018-05-24,55.56999969482422
2018-05-25,55.77000045776367
2018-05-29,56.75199890136719
2018-05-30,58.34400177001953
2018-05-31,56.94599914550781
2018-06-01,58.36399841308594
2018-06-04,59.347999572753906
2018-06-05,58.22600173950195
2018-06-06,63.900001525878906
2018-06-07,63.21799850463867
2018-06-08,63.53200149536133
2018-06-11,66.41999816894531
2018-06-12,68.55400085449219
2018-06-13,68.95600128173828
2018-06-14,71.54399871826172
2018-06-15,71.63400268554688
2018-06-18,74.16600036621094
2018-06-19,70.51000213623047
2018-06-20,72.44400024414062
2018-06-21,69.50199890136719
2018-06-22,66.72599792480469
2018-06-25,66.60199737548828
2018-06-26,68.4000015258789
2018-06-27,68.9000015258789
2018-06-28,69.98600006103516
2018-06-29,68.58999633789062
2018-07-02,67.01399993896484
2018-07-03,62.172000885009766
2018-07-05,61.832000732421875
2018-07-06,61.779998779296875
2018-07-09,63.70199966430664
2018-07-10,64.49400329589844
2018-07-11,63.79199981689453
2018-07-12,63.34199905395508
2018-07-13,63.77399826049805
2018-07-16,62.02000045776367
2018-07-17,64.53800201416016
2018-07-18,64.7699966430664
2018-07-19,64.0459976196289
2018-07-20,62.715999603271484
2018-07-23,60.63999938964844
2018-07-24,59.486000061035156
2018-07-25,61.74800109863281
2018-07-26,61.33000183105469
2018-07-27,59.43600082397461
2018-07-30,58.034000396728516
2018-07-31,59.62799835205078
2018-08-01,60.167999267578125
2018-08-02,69.90799713134766
2018-08-03,69.63400268554688
2018-08-06,68.39800262451172
2018-08-07,75.91400146484375
2018-08-08,74.06800079345703
2018-08-09,70.48999786376953
2018-08-10,71.0979995727539
2018-08-13,71.28199768066406
2018-08-14,69.52799987792969
2018-08-15,67.73799896240234
2018-08-16,67.08999633789062
2018-08-17,61.099998474121094
2018-08-20,61.6879997253418
2018-08-21,64.37999725341797
2018-08-22,64.3280029296875
2018-08-23,64.0199966430664
2018-08-24,64.56400299072266
2018-08-27,63.854000091552734
2018-08-28,62.37200164794922
2018-08-29,61.00199890136719
2018-08-30,60.630001068115234
2018-08-31,60.332000732421875
2018-09-04,57.790000915527344
2018-09-05,56.14799880981445
2018-09-06,56.189998626708984
2018-09-07,52.64799880981445
2018-09-10,57.099998474121094
2018-09-11,55.88800048828125
2018-09-12,58.108001708984375
2018-09-13,57.891998291015625
2018-09-14,59.040000915527344
2018-09-17,58.96799850463867
2018-09-18,56.992000579833984
2018-09-19,59.80400085449219
2018-09-20,59.66600036621094
2018-09-21,59.81999969482422
2018-09-24,59.93600082397461
2018-09-25,60.198001861572266
2018-09-26,61.91600036621094
2018-09-27,61.50400161743164
2018-09-28,52.95399856567383
2018-10-01,62.13999938964844
2018-10-02,60.20399856567383
2018-10-03,58.959999084472656
2018-10-04,56.36600112915039
2018-10-05,52.38999938964844
2018-10-08,50.11199951171875
2018-10-09,52.560001373291016
2018-10-10,51.375999450683594
2018-10-11,50.44599914550781
2018-10-12,51.75600051879883
2018-10-15,51.917999267578125
2018-10-16,55.31800079345703
2018-10-17,54.35599899291992
2018-10-18,52.78200149536133
2018-10-19,52.0
2018-10-22,52.189998626708984
2018-10-23,58.827999114990234
2018-10-24,57.70000076293945
2018-10-25,62.97200012207031
2018-10-26,66.18000030517578
2018-10-29,66.97000122070312
2018-10-30,65.9800033569336
2018-10-31,67.46399688720703
2018-11-01,68.85600280761719
2018-11-02,69.28199768066406
2018-11-05,68.27999877929688
2018-11-06,68.21199798583984
2018-11-07,69.63200378417969
2018-11-08,70.27999877929688
2018-11-09,70.10199737548828
2018-11-12,66.25599670410156
2018-11-13,67.74600219726562
2018-11-14,68.80000305175781
2018-11-15,69.68800354003906
2018-11-16,70.86199951171875
2018-11-19,70.69400024414062
2018-11-20,69.49800109863281
2018-11-21,67.63800048828125
2018-11-23,65.16600036621094
2018-11-26,69.19999694824219
2018-11-27,68.78399658203125
2018-11-28,69.5739974975586
2018-11-29,68.23400115966797
2018-11-30,70.09600067138672
2018-12-03,71.697998046875
2018-12-04,71.94000244140625
2018-12-06,72.61199951171875
2018-12-07,71.59400177001953
2018-12-10,73.02999877929688
2018-12-11,73.35199737548828
2018-12-12,73.31999969482422
2018-12-13,75.35800170898438
2018-12-14,73.14199829101562
2018-12-17,69.68399810791016
2018-12-18,67.40599822998047
2018-12-19,66.59400177001953
2018-12-20,63.07600021362305
2018-12-21,63.95399856567383
2018-12-24,59.077999114990234
2018-12-26,65.21800231933594
2018-12-27,63.22600173950195
2018-12-28,66.77400207519531
2018-12-31,66.55999755859375
2019-01-02,62.02399826049805
2019-01-03,60.071998596191406
2019-01-04,63.53799819946289
2019-01-07,66.99199676513672
2019-01-08,67.06999969482422
2019-01-09,67.70600128173828
2019-01-10,68.99400329589844
2019-01-11,69.4520034790039
2019-01-14,66.87999725341797
2019-01-15,68.88600158691406
2019-01-16,69.20999908447266
2019-01-17,69.46199798583984
2019-01-18,60.45199966430664
2019-01-22,59.784000396728516
2019-01-23,57.518001556396484
2019-01-24,58.301998138427734
2019-01-25,59.40800094604492
2019-01-28,59.2760009765625
2019-01-29,59.492000579833984
2019-01-30,61.75400161743164
2019-01-31,61.40399932861328
2019-02-01,62.44200134277344
2019-02-04,62.577999114990234
2019-02-05,64.2699966430664
2019-02-06,63.444000244140625
2019-02-07,61.50199890136719
2019-02-08,61.15999984741211
2019-02-11,62.56800079345703
2019-02-12,62.36199951171875
2019-02-13,61.63399887084961
2019-02-14,60.75400161743164
2019-02-15,61.57600021362305
2019-02-19,61.12799835205078
2019-02-20,60.512001037597656
2019-02-21,58.24599838256836
2019-02-22,58.94200134277344
2019-02-25,59.75400161743164
2019-02-26,59.571998596191406
2019-02-27,62.948001861572266
2019-02-28,63.97600173950195
2019-03-01,58.95800018310547
2019-03-04,57.071998596191406
2019-03-05,55.30799865722656
2019-03-06,55.24800109863281
2019-03-07,55.31800079345703
2019-03-08,56.827999114990234
2019-03-11,58.183998107910156
2019-03-12,56.672000885009766
2019-03-13,57.79199981689453
2019-03-14,57.992000579833984
2019-03-15,55.08599853515625
2019-03-18,53.89799880981445
2019-03-19,53.49399948120117
2019-03-20,54.720001220703125
2019-03-21,54.80400085449219
2019-03-22,52.90599822998047
2019-03-25,52.08399963378906
2019-03-26,53.55400085449219
2019-03-27,54.965999603271484
2019-03-28,55.7239990234375
2019-03-29,55.97200012207031
2019-04-01,57.83599853515625
2019-04-02,57.17599868774414
2019-04-03,58.36199951171875
2019-04-04,53.555999755859375
2019-04-05,54.992000579833984
2019-04-08,54.63999938964844
2019-04-09,54.46200180053711
2019-04-10,55.21200180053711
2019-04-11,53.683998107910156
2019-04-12,53.540000915527344
2019-04-15,53.2760009765625
2019-04-16,54.672000885009766
2019-04-17,54.24599838256836
2019-04-18,54.652000427246094
2019-04-22,52.54999923706055
2019-04-23,52.779998779296875
2019-04-24,51.731998443603516
2019-04-25,49.5260009765625
2019-04-26,47.02799987792969
2019-04-29,48.29399871826172
2019-04-30,47.737998962402344
2019-05-01,46.801998138427734
2019-05-02,48.81999969482422
2019-05-03,51.00600051879883
2019-05-06,51.06800079345703
2019-05-07,49.4119987487793
2019-05-08,48.96799850463867
2019-05-09,48.395999908447266
2019-05-10,47.90399932861328
2019-05-13,45.402000427246094
2019-05-14,46.46200180053711
2019-05-15,46.38999938964844
2019-05-16,45.66600036621094
2019-05-17,42.20600128173828
2019-05-20,41.071998596191406
2019-05-21,41.01599884033203
2019-05-22,38.54600143432617
2019-05-23,39.097999572753906
2019-05-24,38.125999450683594
2019-05-28,37.7400016784668
2019-05-29,37.97200012207031
2019-05-30,37.64400100708008
2019-05-31,37.03200149536133
2019-06-03,35.79399871826172
2019-06-04,38.720001220703125
2019-06-05,39.31800079345703
2019-06-06,41.189998626708984
2019-06-07,40.900001525878906
2019-06-10,42.57600021362305
2019-06-11,43.41999816894531
2019-06-12,41.85200119018555
2019-06-13,42.78200149536133
2019-06-14,42.98400115966797
2019-06-17,45.00600051879883
2019-06-18,44.948001861572266
2019-06-19,45.2859992980957
2019-06-20,43.92399978637695
2019-06-21,44.37200164794922
2019-06-24,44.72800064086914
2019-06-25,43.95199966430664
2019-06-26,43.854000091552734
2019-06-27,44.56800079345703
2019-06-28,44.69200134277344
2019-07-01,45.433998107910156
2019-07-02,44.90999984741211
2019-07-03,46.97999954223633
2019-07-05,46.619998931884766
2019-07-08,46.06800079345703
2019-07-09,46.012001037597656
2019-07-10,47.784000396728516
2019-07-11,47.720001220703125
2019-07-12,49.01599884033203
2019-07-15,50.70000076293945
2019-07-16,50.47600173950195
2019-07-17,50.97200012207031
2019-07-18,50.70800018310547
2019-07-19,51.63600158691406
2019-07-22,51.13600158691406
2019-07-23,52.034000396728516
2019-07-24,52.97600173950195
2019-07-25,45.763999938964844
2019-07-26,45.608001708984375
2019-07-29,47.15399932861328
2019-07-30,48.45199966430664
2019-07-31,48.321998596191406
2019-08-01,46.77000045776367
2019-08-02,46.86800003051758
2019-08-05,45.66400146484375
2019-08-06,46.150001525878906
2019-08-07,46.683998107910156
2019-08-08,47.65999984741211
2019-08-09,47.00199890136719
2019-08-12,45.801998138427734
2019-08-13,47.0
2019-08-14,43.92399978637695
2019-08-15,43.12799835205078
2019-08-16,43.987998962402344
2019-08-19,45.36600112915039
2019-08-20,45.172000885009766
2019-08-21,44.16600036621094
2019-08-22,44.43000030517578
2019-08-23,42.279998779296875
2019-08-26,43.0
2019-08-27,42.816001892089844
2019-08-28,43.11800003051758
2019-08-29,44.34199905395508
2019-08-30,45.12200164794922
2019-09-03,45.00199890136719
2019-09-04,44.13600158691406
2019-09-05,45.91600036621094
2019-09-06,45.4900016784668
2019-09-09,46.358001708984375
2019-09-10,47.108001708984375
2019-09-11,49.41999816894531
2019-09-12,49.17399978637695
2019-09-13,49.040000915527344
2019-09-16,48.5620002746582
2019-09-17,48.95800018310547
2019-09-18,48.698001861572266
2019-09-19,49.31999969482422
2019-09-20,48.124000549316406
2019-09-23,48.24599838256836
